2372.765	7.6	∞
2381.776	7.7	∞
2390.722	7.7	∞
2399.606	7.8	∞
2408.427	7.8	∞
2417.186	7.9	∞
2425.885	7.9	∞
2434.524	8	∞
2443.104	8	∞
2451.626	8.1	∞
2460.089	8.1	∞
2468.495	8.2	∞
2476.846	8.2	∞
2485.140	8.3	∞
2493.380	8.3	∞
2501.566	8.4	∞
2509.699	8.4	∞
2517.778	8.5	∞
2525.805	8.5	∞
2533.780	8.6	∞
2541.705	8.6	∞
2549.578	8.6	∞
2557.402	8.7	∞
2565.177	8.7	∞
2572.904	8.8	∞
2580.582	8.8	∞
2588.212	8.9	∞
2595.796	8.9	∞
2603.333	9	∞
2610.823	9	∞
2618.269	9.1	∞
2625.670	9.1	∞
2633.026	9.2	∞
2640.338	9.2	∞
2647.607	9.3	∞
2654.832	9.3	∞
2662.016	9.3	∞
2669.156	9.4	∞
2676.256	9.4	∞
2683.314	9.5	∞
2690.331	9.5	∞
2697.308	9.6	∞
2704.245	9.6	∞
2711.143	9.7	∞
2718.001	9.7	∞
2724.821	9.8	∞
2731.602	9.8	∞
2738.346	9.9	∞
2745.051	9.9	∞
2751.720	9.9	∞
2758.352	10	∞
2764.948	10	∞
2771.507	10.1	∞
2778.031	10.1	∞
2784.519	10.2	∞
2790.972	10.2	∞
2797.391	10.3	∞
2803.775	10.3	∞
2810.125	10.3	∞
2816.441	10.4	∞
2822.724	10.4	∞
2828.974	10.5	∞
2835.191	10.5	∞
2841.376	10.6	∞
2847.528	10.6	∞
2853.649	10.6	∞
2859.738	10.7	∞
2865.796	10.7	∞
2871.823	10.8	∞
2877.819	10.8	∞
2883.784	10.9	∞
2889.719	10.9	∞
2895.625	11	∞
2901.500	11	∞
2907.346	11	∞
2913.164	11.1	∞
2918.952	11.1	∞
2924.711	11.2	∞
2930.443	11.2	∞
2936.146	11.3	∞
2941.821	11.3	∞
2947.468	11.3	∞
2953.088	11.4	∞
2958.681	11.4	∞
2964.246	11.5	∞
2969.785	11.5	∞
2975.298	11.5	∞
2980.784	11.6	∞
2986.244	11.6	∞
2991.678	11.7	∞
2997.086	11.7	∞
3002.469	11.8	∞
3007.826	11.8	∞
3013.159	11.8	∞
3018.466	11.9	∞
3023.749	11.9	∞
3029.007	12	∞
3034.241	12	∞
3039.451	12	∞
3044.637	12.1	∞
3049.800	12.1	∞
3054.938	12.2	∞
3060.054	12.2	∞
3065.145	12.3	∞
3070.214	12.3	∞
3075.260	12.3	∞
3080.284	12.4	∞
3085.285	12.4	∞
3090.263	12.5	∞
3095.220	12.5	∞
3100.154	12.5	∞
3105.067	12.6	∞
3109.957	12.6	∞
3114.827	12.7	∞
3119.674	12.7	∞
3124.501	12.7	∞
3129.306	12.8	∞
3134.091	12.8	∞
3138.855	12.9	∞
3143.598	12.9	∞
3148.320	12.9	∞
3153.022	13	∞
3157.704	13	∞
3162.366	13.1	∞
3167.008	13.1	∞
3171.630	13.1	∞
3176.233	13.2	∞
3180.815	13.2	∞
3185.379	13.3	∞
3189.923	13.3	∞
3194.448	13.3	∞
3198.954	13.4	∞
3203.441	13.4	∞
3207.910	13.5	∞
3212.360	13.5	∞
3216.791	13.5	∞
3221.204	13.6	∞
3225.598	13.6	∞
3229.974	13.6	∞
3234.333	13.7	∞
3238.673	13.7	∞
3242.996	13.8	∞
3247.300	13.8	∞
3251.588	13.8	∞
3255.857	13.9	∞
3260.110	13.9	∞
3264.345	14	∞
3268.563	14	∞
3272.763	14	∞
3276.947	14.1	∞
3281.114	14.1	∞
3285.265	14.1	∞
3289.398	14.2	∞
3293.515	14.2	∞
3297.616	14.3	∞
3301.700	14.3	∞
3305.769	14.3	∞
3309.820	14.4	∞
3313.856	14.4	∞
3317.876	14.5	∞
3321.880	14.5	∞
3325.868	14.5	∞
3329.841	14.6	∞
3333.798	14.6	∞
3337.739	14.6	∞
3341.665	14.7	∞
3345.576	14.7	∞
3349.471	14.8	∞
3353.351	14.8	∞
3357.217	14.8	∞
3361.067	14.9	∞
3364.902	14.9	∞
3368.723	14.9	∞
3372.528	15	∞
3376.319	15	∞
3380.096	15.1	∞
3383.858	15.1	∞
3387.605	15.1	∞
3391.339	15.2	∞
3395.058	15.2	∞
3398.763	15.2	∞
3402.453	15.3	∞
3406.130	15.3	∞
3409.792	15.3	∞
3413.441	15.4	∞
3417.076	15.4	∞
3420.697	15.5	∞
3424.305	15.5	∞
3427.899	15.5	∞
3431.479	15.6	∞
3435.046	15.6	∞
3438.600	15.6	∞
3442.140	15.7	∞
3445.667	15.7	∞
3449.181	15.8	∞
3452.681	15.8	∞
3456.169	15.8	∞
3459.643	15.9	∞
3463.105	15.9	∞
3466.554	15.9	∞
3469.990	16	∞
3473.413	16	∞
3476.824	16	∞
3480.221	16.1	∞
3483.607	16.1	∞
3486.980	16.1	∞
3490.340	16.2	∞
3493.688	16.2	∞
3497.024	16.3	∞
3500.348	16.3	∞
3503.659	16.3	∞
3506.958	16.4	∞
3510.245	16.4	∞
3513.520	16.4	∞
3516.783	16.5	∞
3520.035	16.5	∞
3523.274	16.5	∞
3526.501	16.6	∞
3529.717	16.6	∞
3532.921	16.6	∞
3536.114	16.7	∞
3539.295	16.7	∞
3542.464	16.8	∞
3545.622	16.8	∞
3548.768	16.8	∞
3551.903	16.9	∞
3555.026	16.9	∞
3558.139	16.9	∞
3561.240	17	∞
3564.330	17	∞
3567.408	17	∞
3570.476	17.1	∞
3573.533	17.1	∞
3576.578	17.1	∞
3579.613	17.2	∞
3582.637	17.2	∞
3585.650	17.2	∞
3588.652	17.3	∞
3591.643	17.3	∞
3594.624	17.3	∞
3597.594	17.4	∞
3600.553	17.4	∞
3603.502	17.5	∞
3606.440	17.5	∞
3609.368	17.5	∞
3612.285	17.6	∞
3615.192	17.6	∞
3618.088	17.6	∞
3620.974	17.7	∞
3623.850	17.7	∞
3626.716	17.7	∞
3629.571	17.8	∞
3632.416	17.8	∞
3635.251	17.8	∞
3638.076	17.9	∞
3640.891	17.9	∞
3643.696	17.9	∞
3646.491	18	∞
3649.276	18	∞
3652.051	18	∞
3654.816	18.1	∞
3657.572	18.1	∞
3660.317	18.1	∞
3663.053	18.2	∞
3665.779	18.2	∞
3668.496	18.3	∞
3671.203	18.3	∞
3673.900	18.3	∞
3676.588	18.4	∞
3679.266	18.4	∞
3681.935	18.4	∞
3684.594	18.5	∞
3687.244	18.5	∞
3689.885	18.5	∞
3692.516	18.6	∞
3695.138	18.6	∞
3697.750	18.6	∞
3700.353	18.7	∞
3702.948	18.7	∞
3705.532	18.7	∞
3708.108	18.8	∞
3710.675	18.8	∞
3713.232	18.8	∞
3715.781	18.9	∞
3718.320	18.9	∞
3720.851	18.9	∞
3723.372	19	∞
3725.885	19	∞
3728.388	19	∞
3730.883	19.1	∞
3733.369	19.1	∞
3735.846	19.1	∞
3738.314	19.2	∞
3740.774	19.2	∞
3743.225	19.2	∞
3745.667	19.3	∞
3748.101	19.3	∞
3750.526	19.3	∞
3752.942	19.4	∞
3755.349	19.4	∞
3757.749	19.4	∞
3760.139	19.4	∞
3762.521	19.5	∞
3764.895	19.5	∞
3767.260	19.5	∞
3769.617	19.6	∞
3771.965	19.6	∞
3774.305	19.6	∞
3776.637	19.7	∞
3778.961	19.7	∞
3781.276	19.7	∞
3783.583	19.8	∞
3785.881	19.8	∞
3788.172	19.8	∞
3790.454	19.9	∞
3792.728	19.9	∞
3794.994	19.9	∞
3797.252	20	∞
3799.502	20	∞
3801.743	20	∞
3803.977	20.1	∞
3806.203	20.1	∞
3808.421	20.1	∞
3810.630	20.2	∞
3812.832	20.2	∞
3815.026	20.2	∞
3817.212	20.3	∞
3819.390	20.3	∞
3821.561	20.3	∞
3823.723	20.4	∞
3825.878	20.4	∞
3828.025	20.4	∞
3830.164	20.5	∞
3832.295	20.5	∞
3834.419	20.5	∞
3836.535	20.5	∞
3838.644	20.6	∞
3840.744	20.6	∞
3842.837	20.6	∞
3844.923	20.7	∞
3847.001	20.7	∞
3849.071	20.7	∞
3851.134	20.8	∞
3853.189	20.8	∞
3855.237	20.8	∞
3857.277	20.9	∞
3859.310	20.9	∞
3861.336	20.9	∞
3863.354	21	∞
3865.364	21	∞
3867.368	21	∞
3869.364	21.1	∞
3871.352	21.1	∞
3873.334	21.1	∞
3875.307	21.2	∞
3877.274	21.2	∞
3879.234	21.2	∞
3881.186	21.2	∞
3883.131	21.3	∞
3885.068	21.3	∞
3886.999	21.3	∞
3888.922	21.4	∞
3890.839	21.4	∞
3892.748	21.4	∞
3894.650	21.5	∞
3896.545	21.5	∞
3898.432	21.5	∞
3900.313	21.6	∞
3902.187	21.6	∞
3904.054	21.6	∞
3905.913	21.7	∞
3907.766	21.7	∞
3909.612	21.7	∞
3911.450	21.7	∞
3913.282	21.8	∞
3915.107	21.8	∞
3916.925	21.8	∞
3918.736	21.9	∞
3920.540	21.9	∞
3922.338	21.9	∞
3924.128	22	∞
3925.912	22	∞
3927.689	22	∞
3929.459	22.1	∞
3931.222	22.1	∞
3932.979	22.1	∞
3934.728	22.1	∞
3936.472	22.2	∞
3938.208	22.2	∞
3939.938	22.2	∞
3941.660	22.3	∞
3943.377	22.3	∞
3945.086	22.3	∞
3946.789	22.4	∞
3948.486	22.4	∞
3950.175	22.4	∞
3951.859	22.5	∞
3953.535	22.5	∞
3955.205	22.5	∞
3956.869	22.5	∞
3958.525	22.6	∞
3960.176	22.6	∞
3961.820	22.6	∞
3963.457	22.7	∞
3965.088	22.7	∞
3966.712	22.7	∞
3968.330	22.8	∞
3969.942	22.8	∞
3971.547	22.8	∞
3973.146	22.8	∞
3974.738	22.9	∞
3976.324	22.9	∞
3977.903	22.9	∞
3979.476	23	∞
3981.043	23	∞
3982.604	23	∞
3984.158	23.1	∞
3985.706	23.1	∞
3987.247	23.1	∞
3988.782	23.2	∞
3990.311	23.2	∞
3991.834	23.2	∞
3993.350	23.2	∞
3994.861	23.3	∞
3996.365	23.3	∞
3997.862	23.3	∞
3999.354	23.4	∞
4000.839	23.4	∞
4002.319	23.4	∞
4003.792	23.5	∞
4005.259	23.5	∞
4006.719	23.5	∞
4008.174	23.5	∞
4009.622	23.6	∞
4011.065	23.6	∞
4012.501	23.6	∞
4013.931	23.7	∞
4015.355	23.7	∞
4016.774	23.7	∞
4018.186	23.7	∞
4019.592	23.8	∞
4020.992	23.8	∞
4022.385	23.8	∞
4023.773	23.9	∞
4025.155	23.9	∞
4026.531	23.9	∞
4027.901	24	∞
4029.265	24	∞
4030.624	24	∞
4031.976	24	∞
4033.322	24.1	∞
4034.662	24.1	∞
4035.997	24.1	∞
4037.325	24.2	∞
4038.648	24.2	∞
4039.964	24.2	∞
4041.275	24.3	∞
4042.580	24.3	∞
4043.879	24.3	∞
4045.173	24.3	∞
4046.460	24.4	∞
4047.742	24.4	∞
4049.018	24.4	∞
4050.288	24.5	∞
4051.552	24.5	∞
4052.810	24.5	∞
4054.063	24.5	∞
4055.310	24.6	∞
4056.551	24.6	∞
4057.787	24.6	∞
4059.016	24.7	∞
4060.240	24.7	∞
4061.459	24.7	∞
4062.671	24.7	∞
4063.878	24.8	∞
4065.079	24.8	∞
4066.275	24.8	∞
4067.465	24.9	∞
4068.649	24.9	∞
4069.827	24.9	∞
4071.000	25	∞
4072.167	25	∞
4073.329	25	∞
4074.485	25	∞
4075.635	25.1	∞
4076.780	25.1	∞
4077.919	25.1	∞
4079.053	25.2	∞
4080.181	25.2	∞
4081.303	25.2	∞
4082.420	25.2	∞
4083.531	25.3	∞
4084.637	25.3	∞
4085.738	25.3	∞
4086.832	25.4	∞
4087.921	25.4	∞
4089.005	25.4	∞
4090.083	25.4	∞
4091.156	25.5	∞
4092.223	25.5	∞
4093.285	25.5	∞
4094.341	25.6	∞
4095.392	25.6	∞
4096.437	25.6	∞
4097.477	25.6	∞
4098.512	25.7	∞
4099.541	25.7	∞
4100.564	25.7	∞
4101.583	25.8	∞
4102.595	25.8	∞
4103.603	25.8	∞
4104.605	25.8	∞
4105.601	25.9	∞
4106.592	25.9	∞
4107.578	25.9	∞
4108.559	26	∞
4109.534	26	∞
4110.504	26	∞
4111.468	26	∞
4112.427	26.1	∞
4113.381	26.1	∞
4114.329	26.1	∞
4115.272	26.2	∞
4116.210	26.2	∞
4117.142	26.2	∞
4118.069	26.2	∞
4118.991	26.3	∞
4119.908	26.3	∞
4120.819	26.3	∞
4121.725	26.3	∞
4122.626	26.4	∞
4123.521	26.4	∞
4124.412	26.4	∞
4125.297	26.5	∞
4126.176	26.5	∞
4127.051	26.5	∞
4127.920	26.5	∞
4128.784	26.6	∞
4129.643	26.6	∞
4130.497	26.6	∞
4131.345	26.7	∞
4132.188	26.7	∞
4133.026	26.7	∞
4133.859	26.7	∞
4134.687	26.8	∞
4135.510	26.8	∞
4136.327	26.8	∞
4137.139	26.9	∞
4137.946	26.9	∞
4138.748	26.9	∞
4139.545	26.9	∞
4140.336	27	∞
4141.123	27	∞
4141.904	27	∞
4142.681	27	∞
4143.452	27.1	∞
4144.218	27.1	∞
4144.979	27.1	∞
4145.734	27.2	∞
4146.485	27.2	∞
4147.231	27.2	∞
4147.971	27.2	∞
4148.707	27.3	∞
4149.437	27.3	∞
4150.163	27.3	∞
4150.883	27.4	∞
4151.598	27.4	∞
4152.308	27.4	∞
4153.013	27.4	∞
4153.714	27.5	∞
4154.409	27.5	∞
4155.099	27.5	∞
4155.784	27.5	∞
4156.464	27.6	∞
4157.139	27.6	∞
4157.809	27.6	∞
4158.474	27.7	∞
4159.134	27.7	∞
4159.789	27.7	∞
4160.439	27.7	∞
4161.084	27.8	∞
4161.724	27.8	∞
4162.359	27.8	∞
4162.989	27.8	∞
4163.614	27.9	∞
4164.234	27.9	∞
4164.850	27.9	∞
4165.460	28	∞
4166.065	28	∞
4166.666	28	∞
4167.261	28	∞
4167.852	28.1	∞
4168.437	28.1	∞
4169.018	28.1	∞
4169.594	28.1	∞
4170.165	28.2	∞
4170.731	28.2	∞
4171.292	28.2	∞
4171.848	28.3	∞
4172.399	28.3	∞
4172.946	28.3	∞
4173.487	28.3	∞
4174.024	28.4	∞
4174.556	28.4	∞
4175.083	28.4	∞
4175.605	28.4	∞
4176.122	28.5	∞
4176.634	28.5	∞
4177.141	28.5	∞
4177.644	28.6	∞
4178.142	28.6	∞
4178.635	28.6	∞
4179.123	28.6	∞
4179.606	28.7	∞
4180.084	28.7	∞
4180.558	28.7	∞
4181.027	28.7	∞
4181.491	28.8	∞
4181.950	28.8	∞
4182.404	28.8	∞
4182.854	28.8	∞
4183.298	28.9	∞
4183.738	28.9	∞
4184.173	28.9	∞
4184.604	29	∞
4185.029	29	∞
4185.450	29	∞
4185.866	29	∞
4186.277	29.1	∞
4186.684	29.1	∞
4187.085	29.1	∞
4187.482	29.1	∞
4187.874	29.2	∞
4188.262	29.2	∞
4188.644	29.2	∞
4189.022	29.3	∞
4189.395	29.3	∞
4189.764	29.3	∞
4190.127	29.3	∞
4190.486	29.4	∞
4190.840	29.4	∞
4191.190	29.4	∞
4191.534	29.4	∞
4191.874	29.5	∞
4192.210	29.5	∞
4192.540	29.5	∞
4192.866	29.5	∞
4193.187	29.6	∞
4193.504	29.6	∞
4193.815	29.6	∞
4194.122	29.6	∞
4194.425	29.7	∞
4194.723	29.7	∞
4195.015	29.7	∞
4195.304	29.8	∞
4195.587	29.8	∞
4195.866	29.8	∞
4196.140	29.8	∞
4196.410	29.9	∞
4196.675	29.9	∞
4196.935	29.9	∞
4197.191	29.9	∞
4197.442	30	∞
4197.688	30	∞
4197.929	30	∞
4198.166	30	∞
4198.399	30.1	∞
4198.626	30.1	∞
4198.849	30.1	∞
4199.068	30.1	∞
4199.282	30.2	∞
4199.491	30.2	∞
4199.695	30.2	∞
4199.895	30.3	∞
4200.090	30.3	∞
4200.281	30.3	∞
4200.467	30.3	∞
4200.648	30.4	∞
4200.825	30.4	∞
4200.997	30.4	∞
4201.164	30.4	∞
4201.327	30.5	∞
4201.486	30.5	∞
4201.639	30.5	∞
4201.789	30.5	∞
4201.933	30.6	∞
4202.073	30.6	∞
4202.208	30.6	∞
4202.339	30.6	∞
4202.465	30.7	∞
4202.587	30.7	∞
4202.704	30.7	∞
4202.816	30.7	∞
4202.924	30.8	∞
4203.028	30.8	∞
4203.126	30.8	∞
4203.220	30.8	∞
4203.310	30.9	∞
4203.395	30.9	∞
4203.476	30.9	∞
4203.552	31	∞
4203.623	31	∞
4203.690	31	∞
4203.752	31	∞
4203.810	31.1	∞
4203.863	31.1	∞
4203.912	31.1	∞
4203.956	31.1	∞
4203.995	31.2	∞
4204.030	31.2	∞
4204.061	31.2	∞
4204.087	31.2	∞
4204.108	31.3	∞
4204.125	31.3	∞
4204.137	31.3	∞
4204.145	31.3	∞
